area,amount_spent,tenure,qualification,cluster,cluster_label
North London,7940.705824484438,7.654495672214458,High School,0,Low Income
East London,40130.67222768462,18.42487159826409,High School,0,Low Income
West London,18996.10785451883,3.545522468245843,Masters,1,Middle Income
West London,16524.457826363763,13.75872433833971,High School,0,Low Income
Central London,82902.91282398734,1.082832019175028,High School,1,Middle Income
North London,5149.606454909495,18.568371002698434,High School,0,Low Income
South London,42499.104714310015,3.1375785315237383,High School,1,Middle Income
South London,17652.1619208853,2.802800372803918,High School,1,Middle Income
East London,88053.69135216893,7.327145027992641,PhD,2,High Income
South London,56147.01081422847,8.097759434742532,Masters,1,Middle Income
West London,23906.683001307956,5.071701374134694,Bachelor,1,Middle Income
West London,50740.30142947126,12.11731155761537,Masters,2,High Income
North London,73417.14961060847,9.415367862797307,Masters,2,High Income
East London,95853.68288302394,1.649336191780661,Bachelor,1,Middle Income
South London,22824.154420296476,7.073389182850712,High School,1,Middle Income
North London,88731.99544080517,16.39822535789024,Bachelor,2,High Income
Central London,93496.10730258154,14.104329162375503,High School,2,High Income
Central London,91725.63390867456,14.772546218017728,Bachelor,2,High Income
South London,63906.02132932907,14.264221557586948,PhD,2,High Income
South London,63352.24478903606,6.908487406277633,Masters,1,Middle Income
South London,40917.85268519846,2.8936145194587417,High School,1,Middle Income
West London,75487.390348075,6.176876496628824,Masters,1,Middle Income
South London,53598.10781674226,16.803920703518024,High School,2,High Income
Central London,68066.36905160116,19.628945157878352,Bachelor,2,High Income
South London,43417.33248103075,10.383093280089666,Bachelor,0,Low Income
East London,73418.14994027077,1.1843067435378023,Bachelor,1,Middle Income
Central London,82622.68024285036,3.660851430550352,PhD,1,Middle Income
East London,15497.189403678796,7.1195309310090495,Bachelor,1,Middle Income
Central London,83460.04184184858,11.993121623266045,Bachelor,2,High Income
North London,54489.35664724041,2.4267792703009654,PhD,1,Middle Income
Central London,84621.9249999322,18.92378867548775,Masters,2,High Income
Central London,43698.86892776045,7.9365897924036135,Masters,1,Middle Income
East London,38525.00805292047,18.339100140571638,High School,0,Low Income
East London,91591.01251920502,15.829914252383414,Masters,2,High Income
Central London,25865.75748729173,15.353308177796041,High School,0,Low Income
Central London,84577.02020332817,12.527672015862407,High School,2,High Income
West London,48918.03667843101,12.908892523985047,Masters,0,Low Income
North London,51895.448812574716,13.122061469108715,Masters,2,High Income
North London,31538.35986745892,12.94570635348606,PhD,0,Low Income
South London,57731.17786128255,11.520836396568864,High School,2,High Income
Central London,33195.90843134492,19.741866351174888,Masters,0,Low Income
Central London,4887.672009923579,14.913520781088225,Masters,0,Low Income
Central London,27927.86192909125,15.761981379457902,PhD,0,Low Income
Central London,1631.5252972524772,17.57679348658981,Masters,0,Low Income
North London,97857.1239186288,5.097155491791134,Bachelor,2,High Income
East London,96608.973772155,2.5922790228061547,Bachelor,1,Middle Income
West London,40120.3744497582,10.174994295373374,High School,0,Low Income
East London,73108.71457962495,10.76753321676619,PhD,2,High Income
East London,35234.80374263207,16.754453819048436,Masters,0,Low Income
North London,67438.22255151163,9.431888006364378,High School,2,High Income
West London,80737.57426155193,11.846207485341942,Masters,2,High Income
Central London,94728.86822453183,11.014347831755709,Bachelor,2,High Income
North London,40621.01530911753,1.72585289139043,Masters,1,Middle Income
North London,78546.50031264873,12.689083035341366,Masters,2,High Income
West London,27326.91661257976,16.732822429710794,Masters,0,Low Income
South London,99042.89807557118,3.9925104134402725,Bachelor,2,High Income
North London,3551.190277670763,12.29230294460532,Bachelor,0,Low Income
East London,60749.35184361097,12.278600344481873,PhD,2,High Income
East London,66291.09218348138,4.119514317070816,Bachelor,1,Middle Income
Central London,69116.51015033876,3.3458079008839845,High School,1,Middle Income
North London,12918.370300119812,19.62098691655321,Masters,0,Low Income
Central London,93914.4485638399,8.480664223407715,Bachelor,2,High Income
North London,18937.144625958197,5.321012845747056,High School,1,Middle Income
West London,62652.58692074427,4.255166344633124,Bachelor,1,Middle Income
North London,23044.931833185412,13.684432558081467,Masters,0,Low Income
South London,31414.42528510582,12.579460649218298,High School,0,Low Income
East London,55099.39563108431,13.227490336760932,Bachelor,2,High Income
West London,42302.14843789307,2.672114522717593,Bachelor,1,Middle Income
East London,16862.33449667412,17.977157086470303,High School,0,Low Income
Central London,17922.70383966398,8.396061539371917,PhD,0,Low Income
West London,42396.33402811716,6.954018722176801,High School,1,Middle Income
South London,75971.01484927458,9.784867497707046,High School,2,High Income
East London,89898.50003793107,8.411255249204936,High School,2,High Income
North London,9328.638563678902,17.407963059643773,High School,0,Low Income
North London,39917.2868483807,18.65595852875995,Bachelor,0,Low Income
North London,10924.310808564785,6.765611112542518,High School,1,Middle Income
West London,2642.6555826271906,17.414780341739142,High School,0,Low Income
South London,66510.1495817517,15.848939461128275,Masters,2,High Income
South London,60642.49475469219,18.685345774550473,Bachelor,2,High Income
South London,17138.892267673735,5.669255931531869,Masters,1,Middle Income
East London,24147.470476213348,11.962223852298603,Bachelor,0,Low Income
West London,3347.06761080732,6.2163471100684475,PhD,1,Middle Income
North London,83659.77336374598,16.65779531920311,PhD,2,High Income
East London,97494.36900880659,1.101159620850221,Bachelor,1,Middle Income
South London,14410.49414267439,11.731564094841525,PhD,0,Low Income
North London,23916.046162764513,7.444865194166442,PhD,1,Middle Income
West London,86972.54287074647,7.130990434478584,Bachelor,2,High Income
Central London,92719.9159976623,13.253220153433423,High School,2,High Income
South London,42543.11089787422,17.178204536965886,Masters,0,Low Income
South London,6011.624754638338,12.574712436473199,Bachelor,0,Low Income
South London,4899.79153558912,17.210286594287727,Bachelor,0,Low Income
South London,57821.03674083203,6.027345125739569,Bachelor,1,Middle Income
North London,39896.61578042473,10.870535240534641,Masters,0,Low Income
West London,3836.590330187797,9.560194242274445,Bachelor,0,Low Income
East London,58741.98683894312,1.2212530905588281,Masters,1,Middle Income
North London,2118.951122313225,11.579430719674063,Masters,0,Low Income
West London,78949.82385677802,13.568962158777323,PhD,2,High Income
East London,31336.849447633787,12.24637368396233,High School,0,Low Income
South London,4985.5422979139785,14.989318076885008,PhD,0,Low Income
West London,59246.86987733218,11.855451040608465,Bachelor,2,High Income
South London,40370.75702887242,2.2682548421643816,Bachelor,1,Middle Income
West London,97406.2409223578,3.2124649576095172,Masters,1,Middle Income
Central London,54875.66758786652,12.333016973335095,PhD,2,High Income
South London,28248.67892266382,6.224604647499163,Masters,1,Middle Income
South London,71234.44759876351,2.513257451660551,PhD,1,Middle Income
South London,27877.70825172842,9.162452125522389,PhD,0,Low Income
North London,90520.08584934895,11.532129363589451,PhD,2,High Income
East London,38097.475080230266,7.246173778642524,PhD,1,Middle Income
South London,55436.98771484432,14.688240342289781,PhD,2,High Income
South London,6006.737278598657,13.231641553923648,High School,0,Low Income
North London,43186.00255727085,7.323548860741767,Bachelor,1,Middle Income
North London,83403.9904264385,15.342578049262652,PhD,2,High Income
Central London,80759.23173097085,13.325205808127674,PhD,2,High Income
West London,23207.5373264991,13.11146219564014,Masters,0,Low Income
South London,23381.828030045705,11.515126314954292,Bachelor,0,Low Income
West London,81913.22590911044,1.2164036936825031,Bachelor,1,Middle Income
North London,93109.44359676323,14.233636486060893,Bachelor,2,High Income
North London,10440.73120602735,8.144794031073973,PhD,0,Low Income
Central London,45555.8053031963,18.909584493014457,Masters,0,Low Income
East London,34407.973617458665,16.541710650466904,Bachelor,0,Low Income
North London,87198.15709028649,12.166194921094933,Masters,2,High Income
South London,9268.966553321858,5.791457654566119,High School,1,Middle Income
Central London,21901.468313245703,4.870630472275665,High School,1,Middle Income
East London,75494.36542106295,7.467311915873434,Masters,2,High Income
Central London,6078.091049140343,10.054790928020353,PhD,0,Low Income
North London,49761.00269071464,6.625244690739995,Bachelor,1,Middle Income
East London,44768.59643329228,10.783660412457174,High School,0,Low Income
West London,34105.71671988612,4.142038084750533,High School,1,Middle Income
East London,40062.659216573455,19.5765434436845,Masters,0,Low Income
South London,53464.11810609306,3.0505665443348837,PhD,1,Middle Income
West London,16975.368480449928,18.70693865343307,Masters,0,Low Income
West London,57627.591950075686,18.3579822166512,Masters,2,High Income
South London,80737.80060069864,10.981849154570462,Masters,2,High Income
West London,76255.93204922574,14.773295164885603,Masters,2,High Income
North London,16236.090564683594,9.284917661479168,Masters,0,Low Income
East London,15775.697504405916,12.970656973306326,PhD,0,Low Income
East London,27549.26240674642,7.4709428110012555,Masters,1,Middle Income
South London,36746.39790776269,6.722021375923462,PhD,1,Middle Income
North London,41437.10255943978,11.98636593722076,Bachelor,0,Low Income
West London,68290.02446650119,10.464463809495626,Bachelor,2,High Income
East London,6611.362784417705,12.01119101384964,Bachelor,0,Low Income
East London,4432.597718380572,6.446551044453437,Bachelor,1,Middle Income
East London,39799.145731446995,7.97219880452291,High School,1,Middle Income
East London,70019.20552166007,2.594061251949277,PhD,1,Middle Income
Central London,20150.098952691773,1.9932510731719086,Bachelor,1,Middle Income
South London,64508.94364436892,5.815685463787309,High School,1,Middle Income
West London,26722.985656089648,2.4106903272803692,PhD,1,Middle Income
West London,88722.52477253812,2.9717194640600733,High School,1,Middle Income
South London,89673.30448239503,16.445639702484804,High School,2,High Income
North London,30431.433223851323,1.7386002433170966,Masters,1,Middle Income
South London,23769.38164236081,13.519913084760113,High School,0,Low Income
East London,41719.093234556894,6.1785972274926095,High School,1,Middle Income
East London,24812.626932834723,17.559367933454403,PhD,0,Low Income
South London,67566.00048587866,10.214853406972491,High School,2,High Income
South London,82780.40377028026,6.805952727228689,Masters,2,High Income
West London,67636.12096021048,10.835139778099256,Bachelor,2,High Income
West London,82610.6942776856,8.257202361860108,Bachelor,2,High Income
Central London,40302.22405853994,11.721720228726774,PhD,0,Low Income
Central London,16475.380100177223,3.1761244982006165,PhD,1,Middle Income
East London,74057.14379236162,19.942819553438472,High School,2,High Income
Central London,36686.97600901384,9.085561676237633,PhD,1,Middle Income
Central London,67455.81169768411,7.6163821544400045,High School,1,Middle Income
North London,27793.750256194802,14.493987118009032,PhD,0,Low Income
South London,9041.733845860595,7.914088723411317,Bachelor,0,Low Income
West London,99265.59775328857,16.832211795546396,Bachelor,2,High Income
Central London,16463.94928512933,9.63114376284808,Bachelor,0,Low Income
West London,98853.67840238463,14.671609852043263,Bachelor,2,High Income
Central London,97750.71332407829,3.0416111123958443,High School,1,Middle Income
Central London,79587.99228689593,17.076264525547124,High School,2,High Income
East London,66282.87324611776,14.978641748784087,High School,2,High Income
North London,58202.897974857384,5.022618790777348,Bachelor,1,Middle Income
South London,86744.05299240563,3.760434185169946,Masters,1,Middle Income
South London,29654.512640329307,7.009554625786864,Bachelor,1,Middle Income
East London,47300.44003600283,19.545341134606183,Bachelor,0,Low Income
East London,62319.60696728369,5.879799916774114,Masters,1,Middle Income
South London,41707.85711107962,9.666416969986033,Masters,1,Middle Income
South London,43321.15895493653,1.57038428862939,PhD,1,Middle Income
North London,33698.18208270636,8.54732306175842,Bachelor,1,Middle Income
Central London,56858.949851769066,11.855080293228951,Masters,2,High Income
North London,85206.87827349649,19.10936763765134,PhD,2,High Income
South London,20951.30942262497,10.817984853861224,Masters,0,Low Income
Central London,93508.8708365907,16.563039197376067,Masters,2,High Income
South London,69219.67772107474,11.39542520880911,PhD,2,High Income
North London,82504.04805532299,1.774915255274844,Bachelor,1,Middle Income
North London,56062.878570371155,6.985157228605707,PhD,1,Middle Income
North London,78172.15344098228,11.935440648790962,Bachelor,2,High Income
Central London,2603.8393366072537,19.061285352691364,Masters,0,Low Income
West London,82019.66205317399,17.323476835273432,PhD,2,High Income
West London,4973.747049451285,5.338756669398105,High School,1,Middle Income
South London,89101.42425992338,5.182086770364107,Masters,1,Middle Income
Central London,99204.31197662569,4.822286375164115,PhD,2,High Income
East London,30112.678755501005,18.52747902974756,Masters,0,Low Income
West London,21821.537072293573,17.200656908932693,PhD,0,Low Income
Central London,76770.97302194603,15.722785212806027,Bachelor,2,High Income
Central London,26049.607751105068,8.461967170260323,High School,1,Middle Income
West London,86690.67593404814,10.58323338167657,Masters,2,High Income
Central London,11181.416623590194,9.822303151107903,High School,0,Low Income
Central London,13469.564441556468,5.8145640436280805,Bachelor,1,Middle Income
West London,97936.00395496094,10.595532876826573,PhD,2,High Income
North London,67710.05092873046,1.5794344092023347,High School,1,Middle Income
South London,84841.83521846632,3.504397096451724,PhD,1,Middle Income
East London,33108.60835780029,17.845202327209982,Bachelor,0,Low Income
South London,67971.89120253983,15.281915573597042,Masters,2,High Income
North London,59829.94090355112,9.034499772122654,Bachelor,1,Middle Income
North London,60711.86189217175,10.825856883393667,High School,2,High Income
Central London,68570.71349423444,8.029978833239571,High School,1,Middle Income
South London,57960.558139780755,15.074817476052777,High School,2,High Income
North London,43477.174560963926,15.899556405409513,PhD,0,Low Income
South London,28316.346743674138,15.502418613860023,Masters,0,Low Income
North London,77089.551760407,14.729622771854542,High School,2,High Income
East London,23400.970570315432,4.885582435163121,High School,1,Middle Income
North London,69543.076309287,7.421429605569097,High School,1,Middle Income
South London,24099.949442283338,9.927063264689824,Bachelor,0,Low Income
Central London,62907.686825490935,7.2850668371254566,High School,1,Middle Income
South London,74960.74844577386,15.34386380300825,Bachelor,2,High Income
West London,22652.675001747382,7.257716960749139,High School,1,Middle Income
South London,6934.386785269519,3.626409648921406,Bachelor,1,Middle Income
East London,13966.400556423234,8.581768588917777,PhD,0,Low Income
East London,60993.69975983152,19.618374222865228,PhD,2,High Income
East London,85095.19421634782,5.291746845737942,Bachelor,1,Middle Income
North London,5454.6853023070125,12.631014519921353,Masters,0,Low Income
East London,73680.97464512297,9.22648794695442,Masters,2,High Income
South London,34790.54594905516,2.349466785337206,Bachelor,1,Middle Income
Central London,48374.30862203273,10.26965551396313,PhD,1,Middle Income
East London,92957.095434711,14.341122244317937,Bachelor,2,High Income
South London,33865.178968848704,10.751179540728556,Masters,0,Low Income
North London,47068.35646000912,17.57001521118504,Bachelor,0,Low Income
North London,2354.559061307429,6.48980331649407,PhD,1,Middle Income
Central London,9078.273280479,2.6387342547753336,Masters,1,Middle Income
Central London,26600.56752234362,18.794746621502117,Masters,0,Low Income
South London,3757.371841286366,8.185730641036162,High School,0,Low Income
Central London,63506.157278776845,11.951705477619035,High School,2,High Income
Central London,43213.43732336063,16.048059396473725,Masters,0,Low Income
North London,55266.37507007418,7.161959613636031,Masters,1,Middle Income
South London,18290.071403736627,14.607126225374612,Bachelor,0,Low Income
Central London,30297.270914224995,3.5729581465387326,PhD,1,Middle Income
South London,66718.62301041979,6.5345811969046,Masters,1,Middle Income
East London,96564.96963940958,3.7495020865938784,PhD,1,Middle Income
North London,5991.2605866187105,16.413380609625797,Masters,0,Low Income
North London,89148.04776467134,5.230335469308922,PhD,1,Middle Income
North London,58111.23892980964,14.630667552698995,High School,2,High Income
West London,56828.03710880675,18.9226695476674,Masters,2,High Income
South London,50527.57498556827,11.027671972308664,Bachelor,2,High Income
East London,7870.014504514155,11.260554652953067,PhD,0,Low Income
Central London,9897.808321879906,9.75963779385843,Masters,0,Low Income
East London,60490.28856024952,7.191912724479212,High School,1,Middle Income
South London,34754.89857212027,10.037445587573425,High School,0,Low Income
North London,91809.53859119039,12.45334311306843,High School,2,High Income
West London,41252.46319858776,19.733839871242527,High School,0,Low Income
South London,15184.864411561468,18.81752662704626,Masters,0,Low Income
South London,71757.16451670157,17.380906207569314,Bachelor,2,High Income
Central London,30041.988722659975,17.89348017839231,PhD,0,Low Income
East London,53021.560428233424,9.889134482548815,Bachelor,1,Middle Income
East London,70085.44576501183,13.491442216371832,PhD,2,High Income
Central London,90126.14700900497,18.006267735788068,Bachelor,2,High Income
West London,79426.92828536594,8.46606453483571,Masters,2,High Income
North London,67959.74571939968,19.273487088563908,Masters,2,High Income
North London,68283.68505711922,8.899935179314477,PhD,2,High Income
West London,94646.53975917656,12.420570642471096,Masters,2,High Income
Central London,30286.585652157068,14.486289552175066,PhD,0,Low Income
South London,1110.0973254225532,19.06124824844283,Bachelor,0,Low Income
East London,27923.50138042167,5.647709206993055,Masters,1,Middle Income
South London,22571.246583047654,15.176488586534203,Masters,0,Low Income
East London,66521.62392628583,10.895496136737561,PhD,2,High Income
South London,63737.448376787375,6.1025856717921805,PhD,1,Middle Income
Central London,59752.67688776766,15.75552995613142,PhD,2,High Income
Central London,2608.1008777359166,11.492223323303085,PhD,0,Low Income
West London,73149.0273906141,13.55850259234384,High School,2,High Income
South London,33029.510836063666,7.13512030298012,PhD,1,Middle Income
South London,66840.54291165648,10.144205084724495,High School,2,High Income
West London,56101.26442171318,12.729730768773274,Bachelor,2,High Income
West London,34930.36161736281,8.693305471127037,PhD,1,Middle Income
Central London,14323.050443306667,4.769078257106325,High School,1,Middle Income
Central London,10347.470868387614,19.271169353990775,High School,0,Low Income
South London,83320.31497811014,10.717883260809732,High School,2,High Income
Central London,91921.35666607424,14.94448703546631,Masters,2,High Income
Central London,65329.01662966566,8.809896677565105,High School,2,High Income
South London,11239.977371187853,7.74750351648861,PhD,0,Low Income
West London,40800.69447193583,8.736121670875374,PhD,1,Middle Income
South London,73164.98081041056,8.774736231927346,PhD,2,High Income
North London,78202.26751699674,11.339422202897119,High School,2,High Income
South London,12703.64360681777,11.3259275296459,High School,0,Low Income
North London,1003.0411656928592,10.445922501774561,Masters,0,Low Income
South London,71501.5675421799,3.5609299134313237,Bachelor,1,Middle Income
North London,36303.02142263436,10.425434091510091,Masters,0,Low Income
North London,26193.651830207764,4.212974107992379,PhD,1,Middle Income
South London,2276.8495091630184,3.396579939619538,PhD,1,Middle Income
Central London,54489.64126938847,18.720268629482188,PhD,0,Low Income
East London,85263.92280717219,12.494050249806381,Masters,2,High Income
Central London,95805.5329809862,13.530311104367101,PhD,2,High Income
North London,57008.750110715635,8.634079736333913,PhD,1,Middle Income
South London,51931.67144624952,18.27063694638242,PhD,0,Low Income
South London,9420.582163434869,13.120679302013643,High School,0,Low Income
South London,55338.407352717375,15.614227520948162,Bachelor,2,High Income
South London,38617.928817574066,8.002686911526563,High School,1,Middle Income
East London,61106.39280747412,19.240225735563385,High School,2,High Income
West London,39483.908439778126,16.588764513007987,Bachelor,0,Low Income
North London,24789.613221586307,17.22502079727633,Bachelor,0,Low Income
East London,10401.562247609274,4.271691081089331,Masters,1,Middle Income
Central London,32176.926014300676,6.148300949553171,Bachelor,1,Middle Income
West London,10567.838594487475,6.426905393987965,Masters,1,Middle Income
West London,18512.79813157441,6.1472752416905525,Masters,1,Middle Income
South London,98746.27969937505,17.25275507998147,High School,2,High Income
East London,44966.252133755246,1.60581110896325,PhD,1,Middle Income
Central London,53655.304883996636,2.4458997906347117,High School,1,Middle Income
South London,87488.23434498432,6.204382541968171,High School,2,High Income
South London,99561.32114857809,4.797586518339429,Bachelor,2,High Income
North London,58688.73048512347,5.405332663774119,Bachelor,1,Middle Income
West London,81434.90828337299,16.160920595812698,Masters,2,High Income
Central London,33367.16140933085,11.699405283948892,Masters,0,Low Income
West London,31268.65178728182,1.1096425645663919,Masters,1,Middle Income
East London,40867.66837846146,9.15713254837971,Bachelor,1,Middle Income
North London,67578.21900469126,8.74981361015682,Masters,2,High Income
South London,68536.97723625478,3.1649601194463273,Masters,1,Middle Income
North London,32208.70403029563,13.846693983427686,Bachelor,0,Low Income
South London,14187.78248952624,14.339846579210331,PhD,0,Low Income
North London,63607.22939008535,14.696971161989856,High School,2,High Income
South London,13704.260356687688,14.84094796561325,Bachelor,0,Low Income
West London,58270.75831470368,1.0010037117136392,Masters,1,Middle Income
West London,69648.7906775746,19.12449527308772,High School,2,High Income
West London,70360.53814305071,16.469966574038597,Bachelor,2,High Income
West London,75593.73895530008,18.17565223519642,High School,2,High Income
North London,87413.08273500079,1.2972226108412486,High School,1,Middle Income
South London,50495.94020451405,18.74331711992905,PhD,0,Low Income
West London,73294.66976342755,16.385982045073987,Masters,2,High Income
North London,62298.100801217835,16.907163716215273,Bachelor,2,High Income
South London,19477.354039970574,2.7724603097174016,Masters,1,Middle Income
North London,3543.274842071409,15.036782549453356,PhD,0,Low Income
West London,29169.59718201644,19.23841710319973,PhD,0,Low Income
East London,44860.33692742432,13.892399486945052,Bachelor,0,Low Income
North London,62093.48849843697,11.840666687867524,Bachelor,2,High Income
West London,85145.97371981734,18.966963877230942,PhD,2,High Income
Central London,20428.3259539104,9.415805312954284,Bachelor,0,Low Income
South London,13429.429199949232,12.386577759899096,High School,0,Low Income
West London,96384.51479995843,10.050427576392957,High School,2,High Income
Central London,11696.411378264303,18.724078205845682,PhD,0,Low Income
North London,48370.61594061173,2.445609808544638,Masters,1,Middle Income
North London,58970.80915053689,10.521274315681616,Bachelor,2,High Income
Central London,54596.06766983639,14.052096386323328,Bachelor,2,High Income
Central London,9517.183546261376,16.046224230022503,High School,0,Low Income
South London,6645.664486358317,12.077354301438591,Bachelor,0,Low Income
North London,11442.859318642531,18.269437138307627,Masters,0,Low Income
Central London,58973.180703388636,18.897837490793563,Bachelor,2,High Income
East London,54890.14387579779,2.222065240678087,Bachelor,1,Middle Income
East London,24140.33841163768,8.645040251286112,High School,0,Low Income
Central London,64139.64004271357,1.4457214127019342,Bachelor,1,Middle Income
South London,82186.68270350929,7.258916490114416,PhD,2,High Income
North London,5116.317024812783,11.200496141441441,PhD,0,Low Income
East London,50314.864411256196,18.30510367968903,Masters,0,Low Income
Central London,69241.73079816633,17.084532126842653,Masters,2,High Income
Central London,25978.88077989902,3.4224948067677285,Masters,1,Middle Income
West London,31469.319624021762,2.7675771200770183,Masters,1,Middle Income
Central London,61750.152395949,12.196079436376674,High School,2,High Income
South London,89895.59405092995,11.11024147671687,Bachelor,2,High Income
East London,81182.51760998703,6.061175187170453,High School,1,Middle Income
West London,58729.89169085877,18.08960860652287,Masters,2,High Income
East London,73291.95005796767,18.619961779769515,Bachelor,2,High Income
East London,37117.42455057207,8.64961732846309,PhD,1,Middle Income
South London,64455.587281777014,17.915748585156884,High School,2,High Income
Central London,47151.97752162814,8.29502899099648,Bachelor,1,Middle Income
South London,19803.67750929853,14.999519804764303,PhD,0,Low Income
Central London,70472.08911384846,10.04290213340676,PhD,2,High Income
West London,56089.99909753338,3.329079973636477,Masters,1,Middle Income
South London,36503.53661340555,18.630749823503407,PhD,0,Low Income
South London,91222.57981778444,9.627835274173195,PhD,2,High Income
North London,3072.4776648465936,14.955253766125669,Masters,0,Low Income
South London,32261.541973700107,7.976302474194551,Bachelor,1,Middle Income
North London,6631.258379987009,1.3587366929484586,Bachelor,1,Middle Income
Central London,76886.2043059411,2.9100768151448824,Masters,1,Middle Income
Central London,70508.63795726547,10.428170110308564,High School,2,High Income
Central London,33803.86965489539,14.109322785400886,Masters,0,Low Income
North London,67890.62731850024,7.359971205006302,Bachelor,1,Middle Income
Central London,40197.78539339903,14.214280724375357,High School,0,Low Income
East London,75869.12535082099,14.274076199207165,Masters,2,High Income
South London,45964.1826109339,14.374782239228786,Bachelor,0,Low Income
North London,41815.69305533489,10.35791522638966,Bachelor,0,Low Income
Central London,93538.2616333418,18.382836852308575,Bachelor,2,High Income
East London,25837.03088917932,10.294733841631697,PhD,0,Low Income
South London,12924.286659659978,9.555038676436126,PhD,0,Low Income
South London,58869.76821268636,4.788235561201913,High School,1,Middle Income
Central London,96962.85941613371,6.845446659770394,High School,2,High Income
East London,38406.08215899148,1.8043553578477636,High School,1,Middle Income
North London,7141.639599249371,13.037170578707235,PhD,0,Low Income
Central London,34591.221463647176,5.722179134614764,High School,1,Middle Income
South London,51087.233777636284,6.778949835223837,Bachelor,1,Middle Income
South London,17030.377656589157,15.645475911622103,Bachelor,0,Low Income
South London,66152.11958759272,7.217202480067623,High School,1,Middle Income
Central London,99777.18951200986,5.601721948249701,High School,2,High Income
West London,45722.20812216294,4.212097233540409,PhD,1,Middle Income
West London,36118.12711629105,15.722309641457162,Bachelor,0,Low Income
West London,40669.7125166122,3.464418901810511,Masters,1,Middle Income
East London,12399.471661124913,9.621321444756717,Masters,0,Low Income
Central London,88444.08654119616,10.631672205466694,PhD,2,High Income
South London,42067.73989661384,14.060408341028577,PhD,0,Low Income
East London,39340.16673105929,13.032386164326914,PhD,0,Low Income
West London,66309.33702011696,16.40369278595832,Bachelor,2,High Income
North London,44761.30867218123,1.8502772445985247,High School,1,Middle Income
East London,65175.11341197676,6.632373770808547,High School,1,Middle Income
East London,7083.182722947963,6.322548256732215,PhD,1,Middle Income
Central London,81558.61102850051,3.774321206250056,Bachelor,1,Middle Income
East London,94109.89133506085,6.49438682327242,Masters,2,High Income
Central London,65227.77322977921,6.885540968715165,PhD,1,Middle Income
North London,95502.02695702226,10.915804776622087,Bachelor,2,High Income
South London,15991.799122626366,13.610385099598865,PhD,0,Low Income
South London,48264.20275855502,8.240909758624468,Bachelor,1,Middle Income
West London,60578.86666059928,14.669934394954243,Bachelor,2,High Income
West London,58591.92809469748,7.38714143301202,PhD,1,Middle Income
North London,40744.71612981528,6.515389868980447,High School,1,Middle Income
South London,34470.35652725988,11.282573061283463,PhD,0,Low Income
West London,13555.578232491462,1.4506108458100215,High School,1,Middle Income
East London,39782.50260566554,2.515993349046007,High School,1,Middle Income
Central London,17103.420695443026,8.941421328144013,Masters,0,Low Income
West London,73702.20197272963,18.915341516443373,Bachelor,2,High Income
North London,21674.26261396441,14.70872381702505,PhD,0,Low Income
South London,6797.9652231688515,2.6744048205105972,Bachelor,1,Middle Income
North London,55684.247643906194,17.0800422428366,Masters,2,High Income
Central London,59927.743539220755,14.913714641555439,High School,2,High Income
Central London,87319.39306677005,12.60798398835041,PhD,2,High Income
North London,58121.1796293505,16.58556625157437,Bachelor,2,High Income
West London,35202.60451862113,8.678087107116184,Masters,1,Middle Income
West London,80498.17627110574,5.208519966223202,High School,1,Middle Income
South London,54487.61042555468,10.728444393066427,High School,2,High Income
South London,8848.748178487982,11.427993356276003,Bachelor,0,Low Income
East London,57019.20547101142,11.22820106818833,High School,2,High Income
East London,90893.83599674457,11.736402038122,Masters,2,High Income
South London,40234.94992432383,19.025393446544435,High School,0,Low Income
East London,30336.254388080208,18.142666838828397,PhD,0,Low Income
North London,15203.476244783986,17.63862369461985,PhD,0,Low Income
West London,15993.106671600375,16.226919407263914,Bachelor,0,Low Income
East London,43844.37694984007,18.925134038040422,Masters,0,Low Income
East London,59972.30259199142,2.8713981919086615,High School,1,Middle Income
North London,8980.925111790573,6.03734196746905,High School,1,Middle Income
Central London,94017.29031349141,10.406062967437112,High School,2,High Income
South London,75758.2281270744,17.0841553693447,PhD,2,High Income
North London,59075.767910082606,10.598148518931918,Masters,2,High Income
Central London,83015.42842296009,15.212660047490186,High School,2,High Income
North London,8938.488924399215,3.640238199729408,Bachelor,1,Middle Income
West London,48207.04889557931,5.7958624465546436,Masters,1,Middle Income
North London,63379.21955930468,14.903745805715776,Masters,2,High Income
North London,83036.63770571063,4.129946168866757,High School,1,Middle Income
West London,78563.4864448775,7.675762758443608,PhD,2,High Income
South London,28429.855721626565,6.0324588984578575,Masters,1,Middle Income
Central London,94147.13678636122,7.647372190227091,Bachelor,2,High Income
East London,13310.238301656165,14.458156932481437,Masters,0,Low Income
South London,87638.22824349406,7.989096441713219,PhD,2,High Income
North London,97123.08471085723,11.550003129550865,Bachelor,2,High Income
East London,18538.198799039932,2.898705664033783,PhD,1,Middle Income
West London,72484.54035617474,16.295336171457926,High School,2,High Income
South London,4988.266359021848,8.027883887314372,Masters,0,Low Income
Central London,41136.85968877634,13.322149021633507,Bachelor,0,Low Income
South London,52112.04662056973,14.78240243157482,PhD,2,High Income
South London,58483.87736505378,4.983557520122307,High School,1,Middle Income
East London,93657.78757660738,17.808824714113648,Bachelor,2,High Income
West London,67552.81804212528,12.708260780532106,Masters,2,High Income
West London,48646.517170704465,9.145777693278148,Masters,1,Middle Income
South London,81157.82859032304,4.464368487986171,PhD,1,Middle Income
